IL_FUNC_OBJECT_TYPE,IL_SYS_NODE_TYPE,IL_UNIQUE_ID,SYS_INTERNAL_LAST_UPDATED_ON,appIcon,appId,artifactUrl,attributions,audience,board,channel,code,collections,compatibilityLevel,consumerId,contentDisposition,contentEncoding,contentType,createdBy,createdFor,createdOn,creator,description,downloadUrl,framework,gradeLevel,graph_id,idealScreenDensity,idealScreenSize,identifier,keywords,language,lastPublishedBy,lastPublishedOn,lastSubmittedOn,lastUpdatedBy,lastUpdatedOn,license,mediaType,medium,mimeType,name,nodeType,node_id,objectType,os,osId,owner,ownershipType,pkgVersion,posterImage,pragma,prevState,previewUrl,resourceType,s3Key,showNotification,size,status,subject,topic,variants,versionKey,visibility,derived_contentType
Content,DATA_NODE,do_31257982433456947219952,2018-09-03T10:27:00.505+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982433456947219952/artifact/19qdhmpiwpzcxazdfhsoqfvjuap8sar8g.thumb.png,prod.diksha.app,https://www.youtube.com/embed/1iWgjurJpzE?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948145692672218114'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:58:07.715+0000,,Contemporary India - I_3_Drainage_Drainage Systems in India_Drainage System and Patterns in India,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982433456947219952/drainage_drainage-systems-in-india_2_1535970420165_do_31257982433456947219952_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982433456947219952,"['Stream', ' Drainage Pattern', ' Rock', ' Climatic Condition', ' Slope', ' Dendritic', ' Trellis', ' Rectangular', ' Radial', ' Terrain', ' Slope', ' Tributary']",['English'],ekstep,2018-09-03T10:27:00.165+0000,,ekstep,2018-09-03T10:27:00.000+0000,,content,English,video/x-youtube,Drainage_Drainage Systems in India_2,DATA_NODE,575072,Content,['All'],org.ekstep.quiz.app,smartschoolonline_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982433456947219952/19qdhmpiwpzcxazdfhsoqfvjuap8sar8g.png,['external'],Draft,https://www.youtube.com/embed/1iWgjurJpzE?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982433456947219952/drainage_drainage-systems-in-india_2_1535970420165_do_31257982433456947219952_1.0.ecar,,230665.0,Live,Geography,['Drainage In India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982433456947219952/drainage_drainage-systems-in-india_2_1535970420384_do_31257982433456947219952_1.0_spine.ecar', 'size': 230664.0}}",1535970420000,Default,youtube
Content,DATA_NODE,do_31257982422880256029711,2018-09-03T10:26:54.680+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982422880256029711/artifact/1ikqu4ubpjydpniabb_iky7f8hcskpune.thumb.png,prod.diksha.app,https://www.youtube.com/embed/OaDRMHbfUJY?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948145684480218111'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:57:54.804+0000,,Contemporary India - I_2_Physical Features of India_Major Physiographic Divisions_The Islands,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982422880256029711/physical-features-of-india_major-physiographic-divisions_1_1535970414402_do_31257982422880256029711_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982422880256029711,"['Island', ' Andaman and Nicobar', ' Numerous', ' Scattered', ' Elevated Portion', ' Flora', ' Fauna', ' Diversity', ' Lakshadweep', ' Kavaratti', ' Physical Feature', ' Bird Sanctuary']",['English'],ekstep,2018-09-03T10:26:54.402+0000,,ekstep,2018-09-03T10:26:54.272+0000,,content,English,video/x-youtube,Physical Features of India_Major Physiographic Divisions_1,DATA_NODE,575175,Content,['All'],org.ekstep.quiz.app,Pebbles CBSE Board Syllabus_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982422880256029711/1ikqu4ubpjydpniabb_iky7f8hcskpune.png,['external'],Draft,https://www.youtube.com/embed/OaDRMHbfUJY?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982422880256029711/physical-features-of-india_major-physiographic-divisions_1_1535970414402_do_31257982422880256029711_1.0.ecar,,264847.0,Live,Geography,['Physical Features of India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982422880256029711/physical-features-of-india_major-physiographic-divisions_1_1535970414501_do_31257982422880256029711_1.0_spine.ecar', 'size': 264849.0}}",1535970414272,Default,youtube
,,,2018-09-03T10:26:36.560+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982386145689629690/artifact/1yhyrhuasbllwhfe8jubesfvcpvkxrj1w.thumb.png,prod.diksha.app,https://www.youtube.com/embed/F0ghq6_QCEI?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948145676288218103'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:57:09.962+0000,,Contemporary India - I_1_India – Size and Location_India’s Neighbours_India and Neighbouring Countries,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982386145689629690/india-size-and-location_indias-neighbours_1_1535970396399_do_31257982386145689629690_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982386145689629690,"['India', ' Neighbouring Country', ' China', ' Afghanistan', ' Pakistan', ' Nepal', ' Bhutan', ' Bangladesh', ' West', ' North', ' East', ' Boundary', ' Border', ' Assam', ' Myanmar', ' Tripura', ' Mizoram']",['English'],ekstep,2018-09-03T10:26:36.399+0000,,ekstep,2018-09-03T10:26:36.278+0000,,content,English,video/x-youtube,India – Size and Location_India’s Neighbours_1,DATA_NODE,575084,Content,['All'],org.ekstep.quiz.app,Work to Brains_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982386145689629690/1yhyrhuasbllwhfe8jubesfvcpvkxrj1w.png,['external'],Draft,https://www.youtube.com/embed/F0ghq6_QCEI?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982386145689629690/india-size-and-location_indias-neighbours_1_1535970396399_do_31257982386145689629690_1.0.ecar,,77563.0,Live,Geography,['Size and Location of India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982386145689629690/india-size-and-location_indias-neighbours_1_1535970396459_do_31257982386145689629690_1.0_spine.ecar', 'size': 77563.0}}",1535970396278,Default,youtube
,,,2018-10-14T02:16:28.410+0000,https://ntpproductionall.blob.core.windows.net/ntp-content-production/content/do_312531632207536128114701/artifact/social_9_em.thumb.jpg,prod.diksha.app,https://www.youtube.com/embed/fyfN9t_E0w8?autoplay=1&enablejsapi=1,['APPUSERIES'],['Learner'],CBSE,0123207707019919361056,org.sunbird.gXyFLo,"['do_312532203107508224118556', 'do_31257574382391296014255', 'do_31257574449593548825162', 'do_31257574514537267214453', 'do_31257574536445952025359', 'do_31257574634881024014650', 'do_31257618868337868814917', 'do_31257618894907801625635', 'do_31257618920140800015024', 'do_31257618940273459215141', 'do_31257618974326784015279', 'do_31257618999871078425793', 'do_31257619021074432015428', 'do_31257619081182412825946', 'do_31257619098471628826143', 'do_31257619143377715215578', 'do_31257619568227942415766', 'do_31257619666907955215953', 'do_3126047540284293122114', 'do_31260479846592512023592']",4,62e15662-bb09-439f-86e2-d65bd84f3c23,online,identity,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,['0123207707019919361056'],2018-06-23T07:50:59.708+0000,,Atmosphere,https://ntpproductionall.blob.core.windows.net/ntp-content-production/ecar_files/do_312531632207536128114701/atmosphere_1539237645445_do_312531632207536128114701_2.0.ecar,ap_k-12_1,Class 8,domain,hdpi,normal,do_312531632207536128114701,['ATMOSPHERE'],['English'],e212acec-4c56-4dba-a807-b7d9d42e9bbb,2018-10-11T06:00:45.444+0000,2018-06-23T08:39:15.489+0000,e212acec-4c56-4dba-a807-b7d9d42e9bbb,2018-10-11T06:00:44.908+0000,Standard YouTube License,content,English,video/x-youtube,Atmosphere,DATA_NODE,498016,Content,['All'],org.ekstep.quiz.app,,['createdBy'],2.0,https://ntpproductionall.blob.core.windows.net/ntp-content-production/assets/do_312531632207536128114701/social_9_em.jpg,['external'],Live,https://www.youtube.com/embed/fyfN9t_E0w8?autoplay=1&enablejsapi=1,Learn,ecar_files/do_312531632207536128114701/atmosphere_1539237645445_do_312531632207536128114701_2.0.ecar,,41348.0,Live,Geography,,"{'spine': {'ecarUrl': 'https://ntpproductionall.blob.core.windows.net/ntp-content-production/ecar_files/do_312531632207536128114701/atmosphere_1539237645506_do_312531632207536128114701_2.0_spine.ecar', 'size': 41351.0}}",1539237644908,Default,youtube
Content,DATA_NODE,do_31257982491756953629739,2018-09-03T10:27:26.980+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982491756953629739/artifact/1pqv1cqyj8fjk5yq0lvydp-60lgw2wvns.thumb.png,prod.diksha.app,https://www.youtube.com/embed/xnBxvgM0iKk?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146339840118553'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:59:18.882+0000,,Contemporary India - II_1_Resources and Development_Types of Resources_Types of Resources,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982491756953629739/resources-and-development_types-of-resources_2_1535970446723_do_31257982491756953629739_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982491756953629739,"['Resource', ' Classification', ' Soil', ' Coal', ' Wood', ' Solar Panel', ' Mountain', ' Paper', ' Windmill', ' Environment', ' Sunlight', ' Vehicle', ' Electronic Device', ' Water', ' Plastic Bag', ' Animal', ' Tree', ' Economic Development', ' Human Being', ' Nature', ' Physical Environment', ' Technology', ' Renewable', ' Non-renewable', ' Continuous', ' Biological', ' Natural Vegetation', ' Wildlife', ' Recyclable', ' Non-recyclable', ' Quantity', ' Quality', ' Structure', ' Institution', ' Physical', ' Chemical', ' Mechanical', ' Process']",['English'],ekstep,2018-09-03T10:27:26.723+0000,,ekstep,2018-09-03T10:27:26.565+0000,,content,English,video/x-youtube,Resources and Development_Types of Resources_2,DATA_NODE,575236,Content,['All'],org.ekstep.quiz.app,LearnFatafat_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982491756953629739/1pqv1cqyj8fjk5yq0lvydp-60lgw2wvns.png,['external'],Draft,https://www.youtube.com/embed/xnBxvgM0iKk?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982491756953629739/resources-and-development_types-of-resources_2_1535970446723_do_31257982491756953629739_1.0.ecar,,221965.0,Live,Geography,['Resources And Development - India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982491756953629739/resources-and-development_types-of-resources_2_1535970446859_do_31257982491756953629739_1.0_spine.ecar', 'size': 221964.0}}",1535970446565,Default,youtube
,,,2018-09-03T10:24:26.366+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982112383795219823/artifact/1yqvgduibgd4bsa06k43tld-fvpwq1qsy.thumb.png,prod.diksha.app,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982112383795219823/artifact/1p745_pjm1htx9hi-s5e_om6de815jdfp_1535622696025.pdf,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,inline,identity,Resource,9480,['ncert'],2018-08-30T09:51:35.781+0000,,Our Environment_1_Environment_Environment,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982112383795219823/environment_5_1535970266103_do_31257982112383795219823_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982112383795219823,"['Environment', ' Natural Environment', ' Natural Resource', ' Non-renewable Resource', ' Physical', ' Chemical', ' Air', ' Soil', ' Water', ' Living Organism', ' Natural Environment', ' Mineral', ' Plant', ' Animal Kingdom']",['English'],ekstep,2018-09-03T10:24:26.103+0000,,ekstep,2018-09-03T10:24:25.917+0000,,content,English,application/pdf,Environment_5,DATA_NODE,574812,Content,['All'],org.ekstep.quiz.app,Poulami Paul_www.wikipedia.org,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982112383795219823/1yqvgduibgd4bsa06k43tld-fvpwq1qsy.png,['external'],Draft,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982112383795219823/artifact/1p745_pjm1htx9hi-s5e_om6de815jdfp_1535622696025.pdf,Learn,ecar_files/do_31257982112383795219823/environment_5_1535970266103_do_31257982112383795219823_1.0.ecar,,434903.0,Live,Geography,['Environment'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982112383795219823/environment_5_1535970266215_do_31257982112383795219823_1.0_spine.ecar', 'size': 307188.0}}",1535970265917,Default,pdf
Content,DATA_NODE,do_31257982110777344029549,2018-09-03T10:24:25.598+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982110777344029549/artifact/1h33llulnmu0caneox7zwspr2gebgkq5y.thumb.png,ekstep_portal,https://www.youtube.com/embed/6U-PiLVSHq4?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:51:33.819+0000,,Our Environment_1_Environment_Environment - Components of an Environment,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982110777344029549/environment_3_1535970265320_do_31257982110777344029549_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982110777344029549,"['Environment', ' Life', ' Support', ' Natural', ' Surrounding', ' Organism', ' Phenomena', ' World Environment Day', ' Human', ' Deterministic', ' Population', ' Pollution', ' Component', ' Biosphere', ' Lithosphere', ' Biotic', ' Abiotic', ' Ecology', ' Ecosystem']",['English'],ekstep,2018-09-03T10:24:25.320+0000,,ekstep,2018-09-03T10:24:25.158+0000,,content,English,video/x-youtube,Environment_3,DATA_NODE,574893,Content,['All'],org.ekstep.quiz.app,Examrace_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982110777344029549/1h33llulnmu0caneox7zwspr2gebgkq5y.png,['external'],Draft,https://www.youtube.com/embed/6U-PiLVSHq4?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982110777344029549/environment_3_1535970265320_do_31257982110777344029549_1.0.ecar,,290137.0,Live,Geography,['Environment'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982110777344029549/environment_3_1535970265416_do_31257982110777344029549_1.0_spine.ecar', 'size': 290137.0}}",1535970265158,Default,youtube
Content,DATA_NODE,do_31257982348643532829671,2018-09-03T10:26:18.022+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982348643532829671/artifact/1nmnutabcx3mk66i211p570z13fu5o3yc.thumb.png,prod.diksha.app,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982348643532829671/artifact/1cwsxzw-gkfq-ggyimhvel6hqwnyd0fev_1535622984916.pdf,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146225152218201'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,inline,identity,Resource,9480,['ncert'],2018-08-30T09:56:24.183+0000,,Resources and Development_3_Mineral and Power Resources_Power Resources_Hydropower,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982348643532829671/mineral-and-power-resources_power-resources_1_1535970377676_do_31257982348643532829671_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982348643532829671,"['Rain Water', ' River Water', ' Generator', ' Hydro Electricity', ' Hydel Power', ' Hydropower', ' Energy', ' Renewable Energy']",['English'],ekstep,2018-09-03T10:26:17.676+0000,,ekstep,2018-09-03T10:26:17.489+0000,,content,English,application/pdf,Mineral and Power Resources_Power Resources_1,DATA_NODE,575078,Content,['All'],org.ekstep.quiz.app,Poulami Paul_www.wikipedia.org,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982348643532829671/1nmnutabcx3mk66i211p570z13fu5o3yc.png,['external'],Draft,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982348643532829671/artifact/1cwsxzw-gkfq-ggyimhvel6hqwnyd0fev_1535622984916.pdf,Learn,ecar_files/do_31257982348643532829671/mineral-and-power-resources_power-resources_1_1535970377676_do_31257982348643532829671_1.0.ecar,,1233807.0,Live,Geography,['Mineral and Power Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982348643532829671/mineral-and-power-resources_power-resources_1_1535970377880_do_31257982348643532829671_1.0_spine.ecar', 'size': 335169.0}}",1535970377489,Default,pdf
Content,DATA_NODE,do_31257982467742105629729,2018-09-03T10:27:17.029+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982467742105629729/artifact/1hmgr5ficysztzfxmsje48krhmc_oxejr.thumb.png,prod.diksha.app,https://www.youtube.com/embed/crOdL1xgnzc?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948145700864218122'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:58:49.568+0000,,Contemporary India - I_3_Drainage_The Peninsular Rivers_Godavari River System,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982467742105629729/drainage_the-peninsular-rivers_3_1535970436817_do_31257982467742105629729_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982467742105629729,"['Godavari', ' River System', ' Tributary', ' Second Longest', ' Godavari', ' Ganga', ' Maharashtra', ' Telangana', ' Andhra Pradesh', ' Chhattisgarh', ' Madhya Pradesh', ' Odisha', ' Karnataka', ' Puducherry', ' Bay of Bengal', ' Subcontinent', ' Indus', ' Dakshina Ganga', ' Barrage', ' Dam', ' River Delta', ' Western Ghat', ' Nasik', ' Maharashtra', ' Arabian Sea', ' West Godavari District', ' East Godavari District', ' Deccan Plateau']",['English'],ekstep,2018-09-03T10:27:16.817+0000,,ekstep,2018-09-03T10:27:16.708+0000,,content,English,video/x-youtube,Drainage_The Peninsular Rivers_3,DATA_NODE,575184,Content,['All'],org.ekstep.quiz.app,Unacademy - Government Exams_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982467742105629729/1hmgr5ficysztzfxmsje48krhmc_oxejr.png,['external'],Draft,https://www.youtube.com/embed/crOdL1xgnzc?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982467742105629729/drainage_the-peninsular-rivers_3_1535970436817_do_31257982467742105629729_1.0.ecar,,62227.0,Live,Geography,['Drainage In India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982467742105629729/drainage_the-peninsular-rivers_3_1535970436919_do_31257982467742105629729_1.0_spine.ecar', 'size': 62225.0}}",1535970436708,Default,youtube
Content,DATA_NODE,do_31257982037807104019786,2018-09-03T10:23:48.455+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982037807104019786/artifact/1kbh1tshnykazpq7xqh5evlssb_v-yhtr.thumb.png,prod.diksha.app,https://www.youtube.com/embed/_jsTE7mKwAc?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146118656218130'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:50:04.743+0000,,The Earth : Our Habitat_1_The Earth in the Solar System_Earth - the Solar System,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982037807104019786/the-earth-in-the-solar-system_2_1535970228126_do_31257982037807104019786_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982037807104019786,"['Earth', ' Pluto', ' Sun', ' Celestial Object', ' Gravity', ' Giant Molecular Cloud', ' Orbit', ' Ecliptic Plane', ' Gas Giant', ' Hydrogen', ' Helium', ' Water', ' Ammonia', ' Ice Giant']",['English'],ekstep,2018-09-03T10:23:48.126+0000,,ekstep,2018-09-03T10:23:47.948+0000,,content,English,video/x-youtube,The Earth in the Solar System_2,DATA_NODE,574819,Content,['All'],org.ekstep.quiz.app,MagicBox English ELS Kids Channel_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982037807104019786/1kbh1tshnykazpq7xqh5evlssb_v-yhtr.png,['external'],Draft,https://www.youtube.com/embed/_jsTE7mKwAc?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982037807104019786/the-earth-in-the-solar-system_2_1535970228126_do_31257982037807104019786_1.0.ecar,,600699.0,Live,Geography,['The Solar System'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982037807104019786/the-earth-in-the-solar-system_2_1535970228288_do_31257982037807104019786_1.0_spine.ecar', 'size': 600698.0}}",1535970227948,Default,youtube
Content,DATA_NODE,do_31257982296272076829647,2018-09-03T10:25:53.273+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982296272076829647/artifact/1rlcfavnbqif3azrbavnrwfw_e3q_p0n-.thumb.png,prod.diksha.app,https://www.youtube.com/embed/lfQR6iXddDQ?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:55:20.253+0000,,Resources and Development_3_Mineral and Power Resources_Distribution of Minerals_Distribution of Minerals in Word,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982296272076829647/mineral-and-power-resources_distribution-of-minerals_3_1535970352911_do_31257982296272076829647_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982296272076829647,"['Rock', ' Large Plateau', ' Iron Ore', ' North Sweden', ' Copper', ' Nickel', ' Ontario', ' Canada', ' Iron', ' Chromite', ' Platinum', ' South Africa', ' Igneous', ' Metamorphic Rock', ' Sedimentary Rock', ' Limestone', ' Caucasus Region', ' France', ' Manganese', ' Georgia', ' Ukraine', ' Phosphate Bed', ' Algeria', ' Coal', ' Petroleum', ' Sedimentary Strata', ' Social Science', ' Geography']",['English'],ekstep,2018-09-03T10:25:52.910+0000,,ekstep,2018-09-03T10:25:52.705+0000,,content,English,video/x-youtube,Mineral and Power Resources_Distribution of Minerals_3,DATA_NODE,575009,Content,['All'],org.ekstep.quiz.app,Flexiguru_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982296272076829647/1rlcfavnbqif3azrbavnrwfw_e3q_p0n-.png,['external'],Draft,https://www.youtube.com/embed/lfQR6iXddDQ?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982296272076829647/mineral-and-power-resources_distribution-of-minerals_3_1535970352911_do_31257982296272076829647_1.0.ecar,,476661.0,Live,Geography,['Mineral and Power Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982296272076829647/mineral-and-power-resources_distribution-of-minerals_3_1535970353094_do_31257982296272076829647_1.0_spine.ecar', 'size': 476661.0}}",1535970352705,Default,youtube
Content,DATA_NODE,do_312593185123123200222872,2018-10-14T10:43:51.234+0000,https://ntpproductionall.blob.core.windows.net/ntp-content-production/content/do_312593185123123200222872/artifact/dsert-econtent-logo_priority-1_1525849772226.thumb.png,prod.ekstep.genie,https://youtu.be/c72NbYH3f4g?list=PLHt6uGGxqCXJzy6It4JVcCFQvwAmw13vg,"['RIE', ' Mysuru', ' Karnataka', 'India']",['Learner'],CBSE,01248978648941363234,e41d71a0-9a32-4e2b-aa13-461a972c404d,,4,62e15662-bb09-439f-86e2-d65bd84f3c23,online,identity,Resource,e119d868-0934-4a51-9e6d-9ceb73f87f20,['01248978648941363234'],2018-09-18T07:00:43.349+0000,DSERT eContent,E-Content Programme on Geography -Agriculture-Factors Influencing Farming and Farming as a System -Episode 2,https://ntpproductionall.blob.core.windows.net/ntp-content-production/ecar_files/do_312593185123123200222872/agriculture-factors-influencing-farming-and-farming-as-a-system_1537255205443_do_312593185123123200222872_1.0.ecar,NCF,Class 8,domain,hdpi,normal,do_312593185123123200222872,"['Farming', 'Agriculture', 'Crops', 'Seeds', 'Harvest']",['English'],539,2018-09-18T07:20:05.443+0000,2018-09-18T07:02:52.140+0000,539,2018-09-18T07:20:05.198+0000,Standard YouTube License,content,English,video/x-youtube,Agriculture-Factors Influencing Farming and Farming as a System,DATA_NODE,601684,Content,['All'],org.ekstep.quiz.app,,['createdBy'],1.0,https://ntpproductionall.blob.core.windows.net/ntp-content-production/content/do_312499761322287104110067/artifact/dsert-econtent-logo_priority-1_1525849772226.png,['external'],Review,https://youtu.be/c72NbYH3f4g?list=PLHt6uGGxqCXJzy6It4JVcCFQvwAmw13vg,Learn,ecar_files/do_312593185123123200222872/agriculture-factors-influencing-farming-and-farming-as-a-system_1537255205443_do_312593185123123200222872_1.0.ecar,True,200116.0,Live,Geography,,"{'spine': {'ecarUrl': 'https://ntpproductionall.blob.core.windows.net/ntp-content-production/ecar_files/do_312593185123123200222872/agriculture-factors-influencing-farming-and-farming-as-a-system_1537255205629_do_312593185123123200222872_1.0_spine.ecar', 'size': 200115.0}}",1537255205198,Default,youtube
